field,region,land_type,fertility_score,season,crop,crop_predecessor,area,hybrid,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,soil,key,yield_plan_full
36.05.07.026.02,Воронеж,пашня,4.0,2023,Одн.тр.суданская тр.корм.,"Залежь, лес",10.0,Кинельская 100,Свои,классическая с плугом,4.0,141.9,97.9,6.82,6.6,Черноземы,"(2023, '36.05.07.026.02')",1.0
36.05.07.026.03,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",8.81,(нет сорта),Покупные,минимальная,2.0,141.9,97.9,6.82,6.6,Черноземы,"(2023, '36.05.07.026.03')",1.0
36.05.07.027.00,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,"Залежь, лес",94.11,Виктория,Покупные,минимальная,5.4,146.3,123.2,6.27,6.71,Черноземы,"(2023, '36.05.07.027.00')",1.0
36.05.07.028.00,Воронеж,пашня,5.0,2023,Кукуруза силос,"Залежь, лес",36.55,КСС 5291,Покупные,минимальная,7.5,144.1,105.6,6.38,6.71,Черноземы,"(2023, '36.05.07.028.00')",0.75
36.05.07.029.00,Воронеж,пашня,5.0,2023,Кукуруза зерно,"Залежь, лес",98.79,Рекордина,Покупные,минимальная,6.5,148.5,103.4,6.27,6.71,Черноземы,"(2023, '36.05.07.029.00')",1.0
36.05.07.030.01,Воронеж,пашня,4.0,2023,Сах.свекла,"Залежь, лес",66.1,Мустанг,Покупные,классическая с плугом,40.0,117.7,93.5,6.93,6.16,Черноземы,"(2023, '36.05.07.030.01')",1.0
36.05.07.030.02,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",10.0,Сириус,Покупные,минимальная,7.5,117.7,93.5,6.93,6.16,Черноземы,"(2023, '36.05.07.030.02')",0.25
36.05.07.030.03,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",17.81,Сириус,Покупные,минимальная,6.5,117.7,93.5,6.93,6.16,Черноземы,"(2023, '36.05.07.030.03')",0.5
36.05.07.031.00,Воронеж,пашня,5.0,2023,Сах.свекла,"Залежь, лес",14.69,Аландо,Покупные,классическая с плугом,40.0,180.4,272.8,6.38,6.93,Черноземы,"(2023, '36.05.07.031.00')",1.0
36.05.07.032.00,Воронеж,пашня,5.0,2023,Соя,"Залежь, лес",15.0,Пруденс,Свои,минимальная,2.0,152.9,183.7,6.71,6.6,Черноземы,"(2023, '36.05.07.032.00')",0.25
36.05.07.033.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,"Залежь, лес",135.51,Джинн М,Покупные,классическая с плугом,1.9,139.7,97.9,6.71,6.49,Черноземы,"(2023, '36.05.07.033.00')",0.75
36.05.07.034.01,Воронеж,пашня,5.0,2023,Кукуруза зерно,"Залежь, лес",51.0,Сириус,Покупные,минимальная,6.5,121.0,100.1,6.71,6.6,Черноземы,"(2023, '36.05.07.034.01')",0.75
36.05.07.034.02,Воронеж,пашня,5.0,2023,Пар,"Залежь, лес",2.28,(нет сорта),Покупные,минимальная,2.0,121.0,100.1,6.71,6.6,Черноземы,"(2023, '36.05.07.034.02')",1.0
36.05.07.035.01,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,"Залежь, лес",148.5,Виктория,Покупные,минимальная,5.4,154.0,133.1,6.49,6.6,Черноземы,"(2023, '36.05.07.035.01')",1.0
36.05.07.035.02,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,"Залежь, лес",34.9,Дакота,Свои,минимальная,5.4,154.0,133.1,6.49,6.6,Черноземы,"(2023, '36.05.07.035.02')",0.5
36.05.07.036.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,"Залежь, лес",25.73,Джинн М,Покупные,классическая с плугом,1.9,133.1,93.5,6.71,6.38,Черноземы,"(2023, '36.05.07.036.00')",0.25
36.05.07.037.00,Воронеж,пашня,4.0,2023,Соя,"Залежь, лес",32.98,Пруденс,Свои,минимальная,2.0,92.4,94.6,6.93,6.27,Черноземы,"(2023, '36.05.07.037.00')",0.25
36.05.07.038.00,Воронеж,пашня,4.0,2023,Соя,"Залежь, лес",33.98,Пруденс,Свои,минимальная,2.0,99.0,86.9,6.6,6.49,Черноземы,"(2023, '36.05.07.038.00')",0.25
36.05.07.039.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",37.98,Максалия,Покупные,минимальная,6.5,93.5,78.1,6.16,6.49,Черноземы,"(2023, '36.05.07.039.00')",0.75
36.05.07.040.00,Воронеж,пашня,5.0,2023,Сах.свекла,"Залежь, лес",160.89,Мустанг,Покупные,минимальная,40.0,124.3,140.8,6.49,6.49,Черноземы,"(2023, '36.05.07.040.00')",1.0
36.05.07.041.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,"Залежь, лес",63.97,Джинн М,Покупные,классическая с плугом,1.9,176.0,151.8,6.27,6.49,Черноземы,"(2023, '36.05.07.041.00')",0.5
36.05.07.042.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,"Залежь, лес",18.57,Джинн М,Покупные,классическая с плугом,1.9,128.7,179.3,6.6,6.49,Черноземы,"(2023, '36.05.07.042.00')",0.25
36.05.07.043.00,Воронеж,пашня,4.0,2023,Сах.свекла,"Залежь, лес",94.1,Аландо,Покупные,минимальная,40.0,112.2,158.4,6.38,6.49,Черноземы,"(2023, '36.05.07.043.00')",1.0
36.05.07.044.00,Воронеж,пашня,5.0,2023,Сах.свекла,"Залежь, лес",86.18,Виорика,Покупные,минимальная,40.0,132.0,172.7,6.6,7.04,Черноземы,"(2023, '36.05.07.044.00')",1.0
36.05.07.045.00,Воронеж,пашня,3.0,2023,Сах.свекла,"Залежь, лес",89.95,Аландо,Покупные,минимальная,40.0,95.7,145.2,6.6,6.49,Черноземы,"(2023, '36.05.07.045.00')",1.0
36.05.07.046.00,Воронеж,пашня,3.0,2023,Сах.свекла,"Залежь, лес",82.41,Мустанг,Покупные,классическая с плугом,40.0,104.5,106.7,6.27,6.6,Черноземы,"(2023, '36.05.07.046.00')",1.0
36.05.07.047.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",92.33,Максалия,Покупные,минимальная,6.5,126.5,126.5,6.16,6.71,Черноземы,"(2023, '36.05.07.047.00')",1.0
36.05.07.048.00,Воронеж,пашня,5.0,2023,Сах.свекла,"Залежь, лес",27.85,Аландо,Покупные,минимальная,40.0,171.6,239.8,6.16,6.38,Черноземы,"(2023, '36.05.07.048.00')",1.0
36.05.07.049.01,Воронеж,пашня,4.0,2023,Подсолнечник кондит.,"Залежь, лес",33.0,Джинн М,Покупные,минимальная,1.9,135.3,89.1,6.27,6.38,Черноземы,"(2023, '36.05.07.049.01')",0.25
36.05.07.049.02,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",0.16,(нет сорта),Покупные,минимальная,2.0,135.3,89.1,6.27,6.38,Черноземы,"(2023, '36.05.07.049.02')",1.0
36.05.07.050.00,Воронеж,пашня,3.0,2023,Сорго зерновое,"Залежь, лес",40.18,Калатур,Покупные,минимальная,3.47,95.7,99.0,6.16,6.49,Черноземы,"(2023, '36.05.07.050.00')",0.5
36.05.07.052.00,Воронеж,пашня,3.0,2023,Сорго зерновое,"Залежь, лес",27.83,Калатур,Покупные,минимальная,3.47,78.1,72.6,6.27,6.16,Черноземы,"(2023, '36.05.07.052.00')",0.5
36.05.07.053.00,Воронеж,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",44.68,Сириус,Покупные,минимальная,7.5,104.5,138.6,6.6,6.27,Черноземы,"(2023, '36.05.07.053.00')",0.75
36.05.07.054.00,Воронеж,пашня,5.0,2023,Кукуруза силос,"Залежь, лес",38.08,Сириус,Покупные,минимальная,7.5,93.5,125.4,7.04,5.83,Черноземы,"(2023, '36.05.07.054.00')",0.75
36.05.07.055.00,Воронеж,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",132.88,Золотой початок 200 СВ,Покупные,классическая с плугом,7.5,99.0,112.2,6.49,6.16,Черноземы,"(2023, '36.05.07.055.00')",1.0
36.05.07.056.00,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",110.99,Золотой початок 200 СВ,Покупные,минимальная,7.5,92.4,116.6,6.82,6.16,Черноземы,"(2023, '36.05.07.056.00')",1.0
36.05.07.057.01,Воронеж,пашня,4.0,2023,Одн.тр(оз.тритикале+оз.вика) корм,"Залежь, лес",175.13,Вика озимая,Покупные,минимальная,4.1,110.0,133.1,6.05,6.82,Черноземы,"(2023, '36.05.07.057.01')",1.0
36.05.07.057.02,Воронеж,пашня,3.0,2023,Пар,"Залежь, лес",10.5,(нет сорта),Покупные,минимальная,2.0,110.0,133.1,6.05,6.82,Черноземы,"(2023, '36.05.07.057.02')",1.0
36.05.07.057.03,Воронеж,пашня,3.0,2023,Пар,"Залежь, лес",1.3,(нет сорта),Покупные,минимальная,2.0,110.0,133.1,6.05,6.82,Черноземы,"(2023, '36.05.07.057.03')",1.0
36.05.07.058.00,Воронеж,пашня,4.0,2023,Соя,"Залежь, лес",56.42,Пруденс,Свои,минимальная,2.0,149.6,180.4,6.82,6.27,Черноземы,"(2023, '36.05.07.058.00')",0.5
36.05.07.059.00,Воронеж,пашня,3.0,2023,Соя,"Залежь, лес",35.04,Пруденс,Свои,минимальная,2.0,86.9,71.5,6.38,7.15,Черноземы,"(2023, '36.05.07.059.00')",0.25
36.05.07.060.00,Воронеж,пашня,3.0,2023,Сорго зерновое,"Залежь, лес",22.41,Калатур,Покупные,минимальная,3.47,105.6,81.4,5.61,7.26,Черноземы,"(2023, '36.05.07.060.00')",0.25
36.05.07.061.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",57.96,Сириус,Покупные,минимальная,6.5,130.9,121.0,6.16,6.71,Черноземы,"(2023, '36.05.07.061.00')",0.75
36.05.07.063.00,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",39.1,Сириус,Покупные,минимальная,7.5,100.1,95.7,6.82,6.16,Черноземы,"(2023, '36.05.07.063.00')",0.75
36.05.07.064.00,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",94.28,Дакота,Свои,классическая с плугом,3.0,103.4,161.7,6.38,6.49,Черноземы,"(2023, '36.05.07.064.00')",0.75
36.05.07.065.00,Воронеж,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",121.96,Галифакс,Покупные,классическая с плугом,7.5,79.2,102.3,6.38,6.38,Черноземы,"(2023, '36.05.07.065.00')",1.0
36.05.07.066.00,Воронеж,пашня,5.0,2023,Сорго зерновое,"Залежь, лес",101.0,Арски,Покупные,минимальная,3.47,141.9,130.9,6.05,6.71,Черноземы,"(2023, '36.05.07.066.00')",0.75
36.05.07.068.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",40.47,Дакота,Свои,классическая с плугом,3.0,145.2,185.9,5.83,7.26,Черноземы,"(2023, '36.05.07.068.00')",0.5
36.05.07.069.00,Воронеж,пашня,5.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",15.46,Дакота,Свои,минимальная,3.0,143.0,163.9,6.38,6.82,Черноземы,"(2023, '36.05.07.069.00')",0.25
36.05.07.070.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",74.37,Дакота,Свои,минимальная,5.4,115.5,112.2,5.94,7.15,Черноземы,"(2023, '36.05.07.070.00')",0.75
36.05.07.071.00,Воронеж,пашня,5.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",67.81,Дакота,Свои,минимальная,3.0,140.8,149.6,6.16,6.82,Черноземы,"(2023, '36.05.07.071.00')",0.5
36.05.07.072.00,Воронеж,пашня,5.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",100.14,Дакота,Свои,минимальная,3.0,192.5,144.1,6.38,6.49,Черноземы,"(2023, '36.05.07.072.00')",0.75
36.05.07.073.01,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,"Залежь, лес",72.36,Дакота,Свои,минимальная,5.4,155.1,203.5,6.38,6.49,Черноземы,"(2023, '36.05.07.073.01')",0.75
36.05.07.073.02,Воронеж,пашня,5.0,2023,Одн.тр.суданская тр.корм.,"Залежь, лес",6.0,Кинельская 100,Свои,минимальная,4.0,155.1,203.5,6.38,6.49,Черноземы,"(2023, '36.05.07.073.02')",1.0
36.05.07.074.01,Воронеж,пашня,5.0,2023,Кукуруза зерно,"Залежь, лес",25.78,Галифакс,Покупные,минимальная,6.5,147.4,154.0,6.05,6.71,Черноземы,"(2023, '36.05.07.074.01')",0.5
36.05.07.074.02,Воронеж,пашня,5.0,2023,Кукуруза силос,"Залежь, лес",15.0,Галифакс,Покупные,минимальная,7.5,147.4,154.0,6.05,6.71,Черноземы,"(2023, '36.05.07.074.02')",0.5
36.05.07.076.00,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",129.5,Артемида,Покупные,минимальная,3.0,100.65,123.75,6.55,6.71,Черноземы,"(2023, '36.05.07.076.00')",0.75
36.05.07.077.01,Воронеж,пашня,4.0,2023,Оз.тритикале,"Залежь, лес",48.0,Смесь сортов,Свои,минимальная,4.3,115.5,190.3,6.16,6.82,Черноземы,"(2023, '36.05.07.077.01')",0.5
36.05.07.077.02,Воронеж,пашня,4.0,2023,Одн.тр(оз.тритикале+оз.вика) корм,"Залежь, лес",25.18,Вика озимая,Покупные,минимальная,4.1,115.5,190.3,6.16,6.82,Черноземы,"(2023, '36.05.07.077.02')",0.5
36.05.07.077.03,Воронеж,пашня,4.0,2023,Одн.тр.овёс корм,"Залежь, лес",30.0,Макс,Свои,минимальная,2.3,115.5,190.3,6.16,6.82,Черноземы,"(2023, '36.05.07.077.03')",0.25
36.05.07.078.01,Воронеж,пашня,5.0,2023,Оз.тритикале,"Залежь, лес",79.08,Торнадо,Свои,минимальная,4.3,150.7,173.8,6.6,6.93,Черноземы,"(2023, '36.05.07.078.01')",0.75
36.05.07.078.02,Воронеж,пашня,5.0,2023,Одн.тр.овёс корм,"Залежь, лес",12.0,Макс,Свои,минимальная,2.3,150.7,173.8,6.6,6.93,Черноземы,"(2023, '36.05.07.078.02')",0.25
36.05.07.079.00,Воронеж,пашня,4.0,2023,Одн.тр(оз.тритикале+оз.вика) корм,"Залежь, лес",58.95,Вика озимая,Покупные,минимальная,4.1,114.4,137.5,5.83,6.71,Черноземы,"(2023, '36.05.07.079.00')",0.75
36.05.07.080.00,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,"Залежь, лес",31.07,Дакота,Свои,минимальная,5.4,132.0,147.4,6.38,6.6,Черноземы,"(2023, '36.05.07.080.00')",0.5
36.05.07.081.00,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",76.6,Галифакс,Покупные,классическая с плугом,7.5,125.4,137.5,6.27,6.49,Черноземы,"(2023, '36.05.07.081.00')",1.0
36.05.07.082.00,Воронеж,пашня,5.0,2023,Кукуруза силос,"Залежь, лес",68.74,Галифакс,Покупные,классическая с плугом,7.5,151.8,168.3,6.05,7.04,Черноземы,"(2023, '36.05.07.082.00')",1.0
36.05.07.083.01,Воронеж,пашня,5.0,2023,Соя,"Залежь, лес",99.0,Пруденс,Свои,минимальная,2.0,114.4,127.6,6.05,7.15,Черноземы,"(2023, '36.05.07.083.01')",0.5
