,field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,yield_plan_full
177,46.28.05.027.00,Курск,пашня,3.0,2023,Соя,Кукуруза силос,0.0,178.94,Акцент 0852,РС-1,Свои,классическая с плугом,2.09,84.15,148.5,6.76,7.26,373.98459999999994
178,46.28.05.028.00,Курск,пашня,3.0,2023,Соя,Кукуруза силос,0.0,56.47,Аргента,РС-1,Свои,классическая с плугом,2.09,80.3,127.6,6.6,6.38,118.02229999999999
179,46.28.05.029.00,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,68.57,Аргента,РС-1,Свои,классическая с плугом,2.09,136.4,158.4,7.37,7.26,143.3113
180,46.28.05.030.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,66.5,Гром,СЭ,Покупные,минимальная,6.02,147.4,148.5,6.49,6.05,400.33
181,46.28.05.031.01,Курск,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,0.0,25.0,Грэйс,ЭС,Свои,минимальная,5.18,86.9,146.3,5.72,5.83,129.5
182,46.28.05.031.02,Курск,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,0.0,76.14,Грэйс,ЭС,Свои,минимальная,5.18,86.9,146.3,5.72,5.83,394.4052
184,46.28.05.032.02,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,16.0,Аргента,РС-1,Свои,классическая с плугом,2.09,119.9,141.9,6.16,5.83,33.44
186,46.28.05.034.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,54.15,Каликсо,РС-1,Свои,минимальная,5.0,168.3,146.3,7.15,6.71,270.75
187,46.28.05.035.00,Курск,пашня,3.0,2023,Соя,Кукуруза силос,0.0,165.94,Акцент 0852,РС-1,Свои,классическая с плугом,2.09,88.0,117.7,6.93,6.05,346.8146
188,46.28.05.036.00,Курск,пашня,3.0,2023,Соя,Кукуруза силос,0.0,161.37,Акцент 0852,РС-1,Свои,классическая с плугом,2.09,151.8,155.1,7.15,6.93,337.26329999999996
189,46.28.05.037.00,Курск,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,177.91,Алексеич,ЭС,Свои,минимальная,6.02,127.6,150.7,6.71,6.49,1071.0182
190,46.28.05.038.00,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,110.48,Акцент 0852,РС-1,Свои,классическая с плугом,2.09,157.3,158.4,6.38,5.83,230.9032
191,46.28.05.039.00,Курск,пашня,3.0,2023,Соя,Кукуруза силос,0.0,144.76,Акцент 0852,РС-1,Свои,классическая с плугом,2.09,93.5,140.8,6.38,5.83,302.54839999999996
193,46.28.05.041.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,57.4,Каликсо,РС-1,Свои,минимальная,5.0,165.0,116.6,6.27,6.93,287.0
194,46.28.05.042.00,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,79.6,Паустиан,ЭС,Свои,минимальная,5.18,115.5,139.7,5.94,5.83,412.328
195,46.28.05.043.00,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,72.67,Аргента,РС-1,Свои,классическая с плугом,2.09,94.29,86.59,6.24,5.66,151.8803
196,46.28.05.044.00,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,72.55,Паустиан,ЭС,Свои,минимальная,5.18,64.59,95.86,5.97,5.37,375.80899999999997
198,46.28.05.047.01,Курск,пашня,4.0,2023,Сах.свекла,Кукуруза силос,0.0,134.58,БТС 590,F1,Покупные,классическая с плугом,45.0,113.18,91.48,5.98,5.56,6056.1
204,46.28.05.055.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,24.37,Ликамеро,РС-1,Свои,минимальная,5.0,52.43,89.47,5.98,5.61,121.85000000000001
205,46.28.05.056.00,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,100.94,ОАК Пруденс,РС-1,Свои,классическая с плугом,2.09,60.17,93.17,6.04,5.57,210.9646
206,46.28.05.057.00,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,161.49,Паустиан,ЭС,Свои,минимальная,5.18,64.49,83.74,6.22,5.25,836.5182
207,46.28.05.058.01,Курск,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,0.0,53.0,Паустиан,ЭС,Свои,минимальная,5.18,94.6,179.3,6.27,5.72,274.53999999999996
208,46.28.05.058.02,Курск,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,0.0,8.04,Паустиан,ЭС,Свои,минимальная,5.18,94.6,179.3,6.27,5.72,41.64719999999999
209,46.28.05.059.00,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,26.24,Паустиан,ЭС,Свои,минимальная,5.18,46.93,74.43,5.39,5.13,135.92319999999998
211,46.28.05.061.00,Курск,пашня,3.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,129.88,Каликсо,РС-1,Свои,минимальная,5.0,86.9,146.3,6.27,5.61,649.4
212,46.28.05.062.00,Курск,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,0.0,209.25,Грэйс,ЭС,Свои,минимальная,5.18,73.7,123.2,6.38,5.83,1083.915
213,46.28.05.063.00,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,31.08,Абба,ЭС,Свои,минимальная,5.18,39.6,83.97,5.43,5.54,160.99439999999998
215,46.28.05.065.00,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,66.51,Абба,ЭС,Свои,минимальная,5.18,46.99,71.66,5.75,5.23,344.5218
217,46.28.10.002.00,Курск,пашня,3.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,32.64,Каликсо,РС-1,Свои,минимальная,5.0,112.2,214.5,6.27,5.94,163.2
218,46.28.10.004.01,Курск,пашня,3.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,77.88,Каликсо,РС-1,Свои,минимальная,5.0,126.5,115.5,5.28,5.94,389.4
219,46.28.10.004.02,Курск,пашня,3.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,100.0,Каликсо,РС-1,Свои,минимальная,5.0,126.5,115.5,5.28,5.94,500.0
220,46.28.10.006.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,19.91,Каликсо,РС-1,Свои,минимальная,5.0,149.6,188.1,5.5,6.49,99.55
221,46.28.10.007.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,33.8,Каликсо,РС-1,Свои,минимальная,5.0,271.7,177.65,6.55,6.0,169.0
222,46.28.10.008.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,19.71,Каликсо,РС-1,Свои,минимальная,5.0,294.8,183.7,5.94,6.6,98.55000000000001
223,46.28.10.009.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,113.92,Каликсо,РС-1,Свои,минимальная,5.0,228.8,180.4,5.94,5.72,569.6
224,46.28.10.010.00,Курск,пашня,4.0,2023,Горох,Кукуруза силос,0.0,226.0,Бельмондо,ЭС,Свои,классическая с плугом,3.12,173.8,140.8,6.49,5.61,705.12
225,46.28.10.012.00,Курск,пашня,3.0,2023,Горох,Кукуруза силос,0.0,126.69,Бельмондо,ЭС,Свои,классическая с плугом,3.12,136.4,165.0,6.82,6.43,395.2728
226,46.28.10.013.00,Курск,пашня,3.0,2023,Горох,Кукуруза силос,0.0,113.78,Мадрас,ЭС,Свои,классическая с плугом,3.12,139.7,157.3,6.6,6.38,354.9936
227,46.28.10.015.00,Курск,пашня,3.0,2023,Горох,Кукуруза силос,0.0,24.66,Бельмондо,ЭС,Свои,классическая с плугом,3.12,250.8,206.8,7.92,7.26,76.9392
228,46.28.10.017.00,Курск,пашня,3.0,2023,Горох,Кукуруза силос,0.0,138.75,Бельмондо,ЭС,Свои,классическая с плугом,3.12,212.3,168.3,6.71,7.26,432.90000000000003
229,46.28.10.018.00,Курск,пашня,3.0,2023,Горох,Кукуруза силос,0.0,93.06,Бельмондо,ЭС,Свои,классическая с плугом,3.12,156.75,150.15,6.82,7.26,290.34720000000004
230,46.28.10.019.00,Курск,пашня,4.0,2023,Горох,Кукуруза силос,0.0,86.42,Бельмондо,ЭС,Свои,классическая с плугом,3.12,149.6,147.4,6.93,6.93,269.6304
231,46.28.11.006.00,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,130.68,Эксплоер,ЭС,Свои,минимальная,5.18,108.9,130.9,7.26,6.82,676.9224
232,46.28.11.011.01,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,47.0,Формула 1,ЭС,Свои,минимальная,5.18,101.2,125.4,6.82,6.71,243.45999999999998
233,46.28.11.011.02,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,86.69,Формула 1,ЭС,Свои,минимальная,5.18,101.2,125.4,6.82,6.71,449.0542
234,46.28.11.012.00,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,21.14,Акцент 0852,РС-1,Свои,классическая с плугом,2.09,127.6,138.6,7.48,7.04,44.1826
235,46.28.11.013.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,154.44,STRG 8060 15,ЭС,Свои,минимальная,6.02,199.1,216.7,6.71,6.27,929.7287999999999
236,46.28.11.014.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,119.94,Алексеич,ЭС,Свои,минимальная,6.02,105.6,121.0,6.6,6.05,722.0387999999999
239,46.28.11.020.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,74.12,Каликсо,РС-1,Свои,минимальная,5.0,119.9,143.0,6.27,7.15,370.6
240,46.28.11.021.00,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,127.51,Каликсо,РС-1,Свои,минимальная,5.0,104.5,113.3,6.38,6.49,637.5500000000001
241,46.28.11.022.01,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,132.15,Каликсо,РС-1,Свои,минимальная,5.0,103.4,144.1,6.38,6.82,660.75
243,46.28.11.023.00,Курск,пашня,3.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,171.27,Каликсо,РС-1,Свои,минимальная,5.0,99.0,123.2,6.27,6.93,856.35
244,46.28.11.024.00,Курск,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,208.44,Фотон,СЭ,Свои,минимальная,6.02,78.1,114.4,6.6,6.05,1254.8087999999998
245,46.28.11.025.00,Курск,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,214.56,Цефей,ЭС,Свои,минимальная,6.02,99.0,128.7,6.71,6.6,1291.6512
246,46.28.11.026.00,Курск,пашня,4.0,2023,Сах.свекла,Кукуруза силос,0.0,85.01,Виорика,F1,Покупные,классическая с плугом,45.0,86.9,159.5,6.71,6.05,3825.4500000000003
247,46.28.11.027.00,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,91.53,ГЛ Мелани,РС-1,Свои,классическая с плугом,2.09,81.4,132.0,6.49,5.94,191.2977
250,46.28.14.001.00,Курск,пашня,3.0,2023,Горох,Кукуруза силос,0.0,176.06,Мадрас,ЭС,Свои,классическая с плугом,3.12,123.2,123.2,5.94,6.05,549.3072000000001
264,46.28.17.015.01,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,24.49,Аргента,РС-1,Свои,классическая с плугом,2.09,171.6,156.2,5.72,6.16,51.184099999999994
265,46.28.17.015.02,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,5.3,Ликамеро,РС-1,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,26.5
266,46.28.17.015.03,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,19.21,Маргрет,ЭС,Свои,минимальная,5.18,171.6,156.2,5.72,6.16,99.5078
269,46.28.17.015.06,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,13.2,Ликамеро,РС-1,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,66.0
270,46.28.17.015.07,Курск,пашня,4.0,2023,Лён масличный,Кукуруза силос,0.0,0.59,РФН,РС-1,Свои,нулевая с прямым посевом,1.5,171.6,156.2,5.72,6.16,0.885
271,46.28.17.015.08,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,16.85,Ликамеро,РС-1,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,84.25
272,46.28.17.015.09,Курск,пашня,4.0,2023,Горох,Кукуруза силос,0.0,41.69,Рокет,ЭС,Свои,классическая с плугом,3.12,171.6,156.2,5.72,6.16,130.0728
273,46.28.17.015.10,Курск,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,19.2,Льговская 4,СЭ,Свои,минимальная,6.02,171.6,156.2,5.72,6.16,115.58399999999999
276,46.28.17.015.13,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,12.0,Аргента,РС-1,Свои,классическая с плугом,2.09,171.6,156.2,5.72,6.16,25.08
277,46.28.17.015.14,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,21.55,Маргрет,ЭС,Свои,минимальная,5.18,171.6,156.2,5.72,6.16,111.62899999999999
278,46.28.17.015.15,Курск,пашня,4.0,2023,Овёс,Кукуруза силос,0.0,4.12,Макс,ЭС,Покупные,классическая с плугом,4.0,171.6,156.2,5.72,6.16,16.48
279,46.28.17.015.16,Курск,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,5.46,Ликамеро,РС-1,Свои,минимальная,5.0,171.6,156.2,5.72,6.16,27.3
282,46.28.17.016.00,Курск,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,213.1,Алексеич,СЭ,Покупные,минимальная,6.02,118.25,175.45,6.43,7.32,1282.8619999999999
284,46.28.17.017.02,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,28.0,Аргента,РС-1,Свои,гибридизация,2.09,182.6,160.6,5.61,6.05,58.519999999999996
285,46.28.17.017.03,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,7.7,ЭН Аргента,РС-1,Свои,классическая с плугом,2.09,182.6,160.6,5.61,6.05,16.093
286,46.28.17.017.04,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,5.0,Акцент,РС-1,Свои,классическая с плугом,2.09,182.6,160.6,5.61,6.05,10.45
287,46.28.17.017.05,Курск,пашня,4.0,2023,Соя,Кукуруза силос,0.0,3.0,Аргумет,РС-1,Свои,гибридизация,2.09,182.6,160.6,5.61,6.05,6.27
290,46.28.17.020.01,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,25.0,Эксплоер,ЭС,Свои,минимальная,5.18,133.65,150.15,6.22,6.55,129.5
294,46.28.17.020.05,Курск,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,151.51,Эксплоер,ЭС,Свои,минимальная,5.18,133.65,150.15,6.22,6.55,784.8217999999999
